id,naam,locatie,provincie,gemeente,deelgemeente,bewaringstoestand,structuren,gebeurtenistypes,brontypes,stijl,typologie,context,materiaal,plantensoort,datering,gebeurtenissen,themas,disciplines,zichtbaarheid,dataverantwoordelijke
112093,Laarkasteel,Rumstsestraat 17 (Rumst),Antwerpen,Rumst,Reet,bewaard,"Ijskelder, Kanonskogel, Kasteel","erfgoedonderzoek, toevalsvondsten","cartografie/iconografie/fotografie, literatuur, toevalsvondst (archeologieportaal)",,"grotten, ijskelders, kastelen (woningen), losse vondsten, standbeelden, wapens en munitie",,"aardewerk, metaal, natuursteen",,"16de eeuw, 17de eeuw, 18de eeuw","Erfgoedonderzoek Provincie Antwerpen, Erfgoedonderzoek Rumst, Toevalsvondst Rumstsestraat 15, Toevalsvondst Rumstsestraat 17",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980480,Rumst Slijkenhoefstraat,Slijkenhoefstraat (Rumst),Antwerpen,Rumst,Onbepaald,niet bewaard,Paalkuilen,"archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek, verkennend archeologisch booronderzoek",nota (archeologieportaal),,paalkuilen,,,,,Vooronderzoek Rumst Slijkenhoefstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982824,Laardijk,Laardijk (Schelle),Antwerpen,Schelle,Schelle,niet bewaard,"Romeinse periode, Volle middeleeuwen, Nieuwe Tijd, Metaaltijden","anthracologisch onderzoek, archeozoölogisch onderzoek, houtonderzoek, landschappelijk bodemonderzoek, materiaalstudie, palynologisch onderzoek, proefsleuven en proefputten i.f.v. sporensites, radiokoolstofdatering, vlakdekkende opgravingen, zaden- en vruchtenonderzoek","eindverslag (archeologieportaal), literatuur",,"afwateringsgreppels, bijgebouwen, erven, greppels, karrensporen, kuilen, meilers, paalkuilen, paalsporen, perceelsgreppels, vaatwerk, veekralen, vierpostenspijkers, voorraadkuilen, waterkuilen, waterputten, woonstalhuizen (archeologisch erfgoed), zespostenspijkers",,aardewerk,,"Karolingische periode, late bronstijd, nieuwe tijd, volle middeleeuwen, vroege ijzertijd","Archeologisch vooronderzoek Laardijk, Vlakdekkende opgraving Laardijk",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989095,Provinciale Steenweg,Provinciale Steenweg (Schelle),Antwerpen,Schelle,Schelle,bewaard,Sporen nieuwstee tijd ,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,perceelsgreppels,,,,nieuwste tijd,Vooronderzoek Provinciale Steenweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981301,Schelle Tuinlei,Speltenlei 10 (Schelle),Antwerpen,Schelle,Schelle,niet bewaard,"Sporen uit de nieuwe tijd, Kuil uit de ijzertijd","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",archeologienota (archeologieportaal),,"kuilen, perceelsgreppels, ploegsporen",,aardewerk,,"19de eeuw, ijzertijd, nieuwe tijd",Vooronderzoek Schelle Tuinlei,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981024,Steenwinkelstraat 4-10,Steenwinkelstraat 4-10 (Schelle),Antwerpen,Schelle,Schelle,niet bewaard,"IJzertijd/Romeinse periode, Niet gedateerde sporen, Late middeleeuwen","proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,"kuilen, paalkuilen, vaatwerk","archeologische objecten, archeologische sporen en uitgravingen",aardewerk,,"ijzertijd, late middeleeuwen, Romeinse tijd",Vooronderzoek Steenwinkelstraat 4-10,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
207111,Heilige Geestmolen - Kleine Molen,Zichem (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Zichem,bewaard,Laatmiddeleeuwse molen,"erfgoedonderzoek, historische studie, kaartstudie","cartografie/iconografie/fotografie, literatuur",,watermolens,,,,late middeleeuwen,"Erfgoedonderzoek Scherpenheuvel-Zichem, Historische studie Scherpenheuvel-Zichem, Kaartstudie Scherpenheuvel-Zichem",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984245,Vinkenberg II,Zichem (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Zichem,niet bewaard,"Coupure, Dijk","controle van werken, houtonderzoek, metaaldetectie",eindverslag (archeologieportaal),,"afgesneden meanders, bevestigingselementen, dijken, hevelduikers, kleding en -accessoires, munten, recreatieve objecten, sieraden, vaatwerk, wapens en munitie",,"aardewerk, glas, hout, ijzer, metaal",,"eerste helft 20ste eeuw, tweede helft 19de eeuw, vierde kwart 19de eeuw",Archeologische werfbegeleiding Vinkenberg II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982846,Bredestraat,Bredestraat (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Averbode,niet bewaard,Archeologische sporen,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,"afvalkuilen, greppels, paalkuilen, vaatwerk",,aardewerk,,"18de eeuw, 19de eeuw",Archeologisch vooronderzoek Bredestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
2439,Sint-Pieterskerk met kerkhof,Dorp (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Testelt,bewaard,"Kerkgebouw, Kerkhof","controle van werken, erfgoedonderzoek, in-situbehoud, kaartstudie, opgravingen vanuit wetenschappelijke vraagstelling","cartografie/iconografie/fotografie, eindverslag (archeologieportaal), literatuur",gotiek,"inhumatiegraven, kerken, kerkhoven",,"bot (menselijk), natuursteen",,late middeleeuwen,"Erfgoedonderzoek, Kaartstudie Scherpenheuvel-Zichem, Werfbegeleiding kerkhof rond Sint-Pieterskerk",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981175,Herseltsebaan 2,Herseltsebaan 2 (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Averbode,bewaard,Muurresten,toevalsvondsten,"literatuur, toevalsvondst (archeologieportaal)",,muurresten,,"aardewerk, ijzerzandsteen, mortel",,18de eeuw,Toevalsvondst Herseltsebaan 2,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
987960,Hulst,Hulst (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Testelt,niet bewaard,Grondsporen,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, kuilen, paalkuilen",,,,"nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Hulst,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
3292,'Oratorium' - Klooster der Oratorianen,Isabellaplein 18 (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Scherpenheuvel,bewaard,Grondsporen van het 17de-eeuwse klooster,"archeologisch vooronderzoek met ingreep in de bodem, archeologische opgravingen, bureauonderzoek, erfgoedonderzoek, geofysisch onderzoek, in-situbehoud, kaartstudie, landschappelijk booronderzoek, opgravingen vanuit wetenschappelijke vraagstelling, proefsleuven en proefputten i.f.v. sporensites, toevalsvondsten","archief, cartografie/iconografie/fotografie, eindverslag (archeologieportaal), literatuur, vondstmelding",,"beerputten, infrastructuur voor waterbevoorraading en -afvoer, keermuren, kelders, kloosters, kloostertuinen, muurresten, omheiningsmuren, ophogingslagen, paden, puinlagen, tuinterrassen, vijvers, waterputten",,aardewerk,,eerste kwart 17de eeuw,"Archeologisch vooronderzoek met ingreep in de bodem Scherpenheuvel-Zichem, Archeologisch vooronderzoek Oratorium, Archeologische opgravingen Scherpenheuvel-Zichem, Erfgoedonderzoek, Kaartstudie Scherpenheuvel-Zichem",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
990898,Pater R. van de Wouwerstraat,Kapt. M. Cuypersstraat 2-4 (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Zichem,bewaard,"Ophogingslagen, Muurresten/funderingen, Greppel",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, muurresten, ophogingslagen",,houtskool,,,Vooronderzoek Pater R. van de Wouwerstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983705,Noordervest,Noordervest 22-34 (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Scherpenheuvel,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,"literatuur, nota (archeologieportaal)",,,,,,,Proefsleuvenonderzoek Noordervest,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979719,Oude Tiensebaan Mannenberg,Oude Tiensebaan (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Scherpenheuvel,niet bewaard,Lithisch materiaal,"archeologisch vooronderzoek met ingreep in de bodem, booronderzoek, sleuvenonderzoek, toevalsvondsten","archeologienota (archeologieportaal), toevalsvondst (archeologieportaal)",,"losse vondsten, werktuigen",,vuursteen,,,"Booronderzoek Oude Tiensebaan Mannenberg, Proefsleuvenonderzoek Scherpenheuvel-Zichem Oude Tiensebaan Mannenberg",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
3960,Grote Molen - Kerkhofmolen,Pater R. Van De Wouwerstraat 15 (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Zichem,bewaard,Watermolen,"erfgoedonderzoek, evaluerend terreinonderzoek, historische studie, in-situbehoud, kaartstudie, toevalsvondsten","cartografie/iconografie/fotografie, literatuur, toevalsvondst (archeologieportaal)",,"bijgebouwen, muurresten, vloeren, watermolens",,"aardewerk, natuursteen",,late middeleeuwen,"Erfgoedonderzoek Scherpenheuvel-Zichem, Historische studie Scherpenheuvel-Zichem, Kaartstudie Scherpenheuvel-Zichem, Toevalsvondst Pater R. Van De Wouwerstraat 17",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989664,Rootstraat,Perzikenlaan (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Scherpenheuvel,niet bewaard,Nieuwste tijd,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,afvalkuilen,,"aardewerk, glas, kunststof",,nieuwste tijd,Vooronderzoek Rootstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
225290,Vinkenberg I,Steenweg Diest (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Zichem,niet bewaard,"Aardewerk volle middeleeuwen, Losse vondsten Romeins, Houten paal, Militaria WOII, Aardewerk Nieuwe Tijd, Middeleeuwse greppel, Greppels Nieuwste Tijd","archeologisch vooronderzoek met ingreep in de bodem, dendrochronologisch onderzoek, metaaldetectie, radiokoolstofdatering","literatuur, nota (archeologieportaal)",,"archeologische objecten, bouwmaterialen, losse vondsten",,"aardewerk, metaal",,"18de eeuw, 20ste eeuw, late middeleeuwen, Romeinse tijd, volle middeleeuwen","Archeologisch vooronderzoek met ingreep in de bodem Scherpenheuvel-Zichem, Metaaldetectie Scherpenheuvel-Zichem",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982546,Tieltsebaan 14,Tieltsebaan 14 (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Scherpenheuvel,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Tieltsebaan 14,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981610,Vinkenberg 8,Vinkenberg 8 (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Zichem,niet bewaard,"Kuil, Pijlpunt","archeologische veldkartering, landschappelijk booronderzoek, metaaldetectie, proefsleuven en proefputten i.f.v. sporensites",archeologienota (archeologieportaal),,"kuilen, losse vondsten, vaatwerk",,"aardewerk, vuursteen",,"ijzertijd, vroege bronstijd",Vooronderzoek Vinkenberg 8,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981742,Vorststraat,Vorststraat (Scherpenheuvel-Zichem),Vlaams-Brabant,Scherpenheuvel-Zichem,Averbode,niet bewaard,,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,stuifduinen,,,,Archeologisch vooronderzoek Vorststraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982122,De Reep II,De Reep (Schilde),Antwerpen,Schilde,Schilde,niet bewaard,"Bomkrater, Erf ontginningshoeve, Plaggenbodem","metaaldetectie, palynologisch onderzoek, preventieve opgravingen, vlakdekkende opgravingen, zaden- en vruchtenonderzoek",eindverslag (archeologieportaal),,"akkerlagen, bomkraters, erven, gebouwplattegronden, hoeven, kuilen, paalkuilen, plaggenbodems, ploegsporen, vaatwerk, waterputten",,"aardewerk, metaal",,"14de eeuw, 15de eeuw, 16de eeuw",Opgraving De Reep,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982269,Den Aard,Den Aard 18A (Schilde),Antwerpen,Schilde,Schilde,niet bewaard,Ven,"landschappelijk booronderzoek, metaaldetectie, proefsleuven en proefputten i.f.v. sporensites","literatuur, nota (archeologieportaal)",,"veenafzettingen, veenbodems, vennen",,,,,Proefsleuvenonderzoek Den Aard,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980406,Eugeen Dierickxlaan 15,Eugeen Dierckxlaan 15 (Schilde),Antwerpen,Schilde,Schilde,niet bewaard,,"archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Eugeen Dierickxlaan 15,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984711,Belgische bunker type XV (Z538),Moerhoflaan (Schilde),Antwerpen,Schilde,Schilde,bewaard,Belgische bunker type XV,thematische inventarisatie,literatuur,,bunkers,,beton,,WO I,Inventarisatie Antwerpse Südabschnitt,Erfgoed Eerste Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983046,IJzermaalsteenweg,Moerstraat 50 (Schilde),Antwerpen,Schilde,'s Gravenwezel,niet bewaard,Sporen van rabatten,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,rabatten,,,,nieuwste tijd,Proefsleuvenonderzoek IJzermaalsteenweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984719,Borstwering Z546,Renier Sniederspad (Schilde),Antwerpen,Schilde,Schilde,bewaard,Borstwering,thematische inventarisatie,literatuur,,loopgraven,,,,WO I,Inventarisatie Antwerpse Südabschnitt,Erfgoed Eerste Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984714,Aarden wal Z541,Speelbosweg (Schilde),Antwerpen,Schilde,Schilde,bewaard,WO structuur,thematische inventarisatie,literatuur,,"kazematten, loopgraven, wallen (verdedigingselementen)",,,,eerste helft 20ste eeuw,Inventarisatie Antwerpse Südabschnitt,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984715,Aarden wal Z542,Speelbosweg (Schilde),Antwerpen,Schilde,Schilde,bewaard,Aarden wal,thematische inventarisatie,literatuur,,"kazematten, loopgraven, wallen (verdedigingselementen)",,,,eerste helft 20ste eeuw,Inventarisatie Antwerpse Südabschnitt,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984716,Aarden wal Z543,Speelbosweg (Schilde),Antwerpen,Schilde,Schilde,bewaard,Aarden wal ,,,,"kazematten, loopgraven, wallen (verdedigingselementen)",,,,eerste helft 20ste eeuw,,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984717,Aarden wal Z544,Speelbosweg (Schilde),Antwerpen,Schilde,Schilde,bewaard,Aarden wal,thematische inventarisatie,literatuur,,"kazematten, loopgraven, wallen (verdedigingselementen)",,,,eerste helft 20ste eeuw,Inventarisatie Antwerpse Südabschnitt,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984718,Aarden wal Z545,Speelbosweg (Schilde),Antwerpen,Schilde,Schilde,bewaard,Aarden wal,thematische inventarisatie,literatuur,,"kazematten, loopgraven, wallen (verdedigingselementen)",,,,eerste helft 20ste eeuw,Inventarisatie Antwerpse Südabschnitt,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981029,Waterstraat,Waterstraat 205 (Schilde),Antwerpen,Schilde,Schilde,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Waterstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983241,Wijnegemsteenweg 81,Wijnegemsteenweg 81 (Schilde),Antwerpen,Schilde,'s Gravenwezel,niet bewaard,Greppels,proefsleuven en proefputten i.f.v. sporensites,interne informatie,,afwateringsgreppels,,,,"late middeleeuwen, nieuwe tijd, nieuwste tijd",Proefsleuvenonderzoek Wijnegemsteenweg 81,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983841,Heikantstraat,Heikantstraat 206 (Schoten),Antwerpen,Schoten,Schoten,niet bewaard,,"landschappelijke profielputten, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Vooronderzoek Heikantstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980384,Horstebaan 3,Horstebaan 3 (Schoten),Antwerpen,Schoten,Schoten,niet bewaard,"Paalspoor, Greppel, Vondsten","archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,"greppels, paalsporen, recreatieve objecten, vaatwerk","archeologische objecten, archeologische sporen en uitgravingen",,,nieuwste tijd,proefsleuvenonderzoek Horstebaan 3,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984012,Deurnevoetweg,Kasteeldreef 42 (Schoten),Antwerpen,Schoten,Schoten,bewaard,"Historische bebouwing, Kuil met munitie",proefsleuven en proefputten i.f.v. sporensites,literatuur,,"funderingslagen, greppels, kuilen, puinlagen",,"aardewerk, bot (dierlijk), glas, hout, metaal, papier",,"18de eeuw, 19de eeuw, middeleeuwen, na WO II, WO II",Vooronderzoek Deurnevoetweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982455,Metropoolstraat 11,Metropoolstraat 11 (Schoten),Antwerpen,Schoten,Onbepaald,niet bewaard,Sporen van landbouwactiviteiten,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"aardewegen, kuilen, paalkuilen, perceelsgreppels",,aardewerk,,"late middeleeuwen, nieuwe tijd",Vooronderzoek Metropoolstraat 11,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979530,Vooronderzoek Schoten Sint Maria Ten Boslei,Sint-Maria-ten-Boslei (Schoten),Antwerpen,Schoten,Onbepaald,bewaard,,"archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek, verkennend archeologisch booronderzoek",literatuur,,,,,,,"Proefsleuvenonderzoek Schoten Sint Maria Ten Boslei, Verkennend booronderzoek Schoten Sint Maria Ten Boslei",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
987872,Brechtsebaan 83,Zeurtebaan 53 (Schoten),Antwerpen,Schoten,Schoten,bewaard,,landschappelijk bodemonderzoek,nota (archeologieportaal),,,,,,,Vooronderzoek Brechtsebaan 83,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
987977,Brassinelaan,Brassinelaan (Sint-Genesius-Rode),Vlaams-Brabant,Sint-Genesius-Rode,Sint-Genesius-Rode,niet bewaard,Grondsporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"kuilen, meilers",,houtskool,,,Proefsleuvenonderzoek Brassinelaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979664,Sint-Genesius-Rode Hallesteenweg,Hallesesteenweg 148 (Sint-Genesius-Rode),Vlaams-Brabant,Sint-Genesius-Rode,Sint-Genesius-Rode,niet bewaard,Hoeve 18de eeuw,"archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,"beerputten, hoeven",,,,"18de eeuw, 19de eeuw",Proefsleuvenonderzoek Sint-Genesius-Rode Hallesteenweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983837,Waterloose Steenweg 1 - Sint-Michielsdreef,Waterloose Steenweg 1 (Sint-Genesius-Rode),Vlaams-Brabant,Sint-Genesius-Rode,Sint-Genesius-Rode,niet bewaard,Recente verstoringen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,nieuwste tijd,Proefsleuvenonderzoek Waterloose Steenweg 1 - Sint-Michielsdreef,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989448,Zevenbronnen 2,Zevenbronnen 2 (Sint-Genesius-Rode),Vlaams-Brabant,Sint-Genesius-Rode,Sint-Genesius-Rode,bewaard,Houten funderingspalen ,"evaluerend terreinonderzoek, toevalsvondsten",toevalsvondst (archeologieportaal),,bouwmaterialen,,hout,,"14de eeuw, 15de eeuw, nieuwe tijd",Toevalsvondst Zevenbronnen 2,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
991175,Doornstraat 66,Doornstraat (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,Sint-Gillis-Waas,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Vooronderzoek Doornstraat 66,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
222662,Holstraat 9-11,Holstraat 9-11 (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,Sint-Gillis-Waas,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Holstraat 9,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981449,Jan Henderickxhof,Jan Henderickxhof (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,De Klinge,niet bewaard,Nieuwe en nieuwste tijd,"archeologisch vooronderzoek met ingreep in de bodem, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"afwateringsgreppels, extractiekuilen, greppels, kuilen, paalsporen, perceelsgreppels, ploegsporen, vaatwerk","archeologische objecten, archeologische sporen en uitgravingen",aardewerk,,"nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Jan Henderickxhof,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988098,Kattestraat,"Kattestraat  (Sint-Gillis-Waas), Kattestraat  (Stekene)",Oost-Vlaanderen,"Sint-Gillis-Waas, Stekene","Sint-Gillis-Waas, Stekene",bewaard,"Percelering, Pottenbakkersafval, Romeinse? structuur, Overige sporen, Rituele kuil?",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"afvalkuilen, grachten (infrastructuur), greppels, kuilen, meilers, paalkuilen, perceelsgreppels, vondstenconcentraties",,"aardewerk, houtskool",,"13de eeuw, ijzertijd, middeleeuwen, nieuwe tijd, nieuwste tijd",Proefsleuvenonderzoek Kattestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980649,Klingedijkstraat,Klingedijkstraat (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,Sint-Gillis-Waas,niet bewaard,"Paalsporen, Muurresten baksteen, Kuilen, Greppels, Spitsporen, Vondstenmateriaal","archeologisch vooronderzoek met ingreep in de bodem, landschappelijk booronderzoek, sleuvenonderzoek",nota (archeologieportaal),,"afwateringsgreppels, bouwelementen, kuilen, muurresten, paalsporen, perceelsgreppels, spitsporen, vaatwerk","archeologische objecten, archeologische sporen en uitgravingen","aardewerk, glas",,"nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Klingedijkstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988295,Kronenhoekstraat 4-10,Kronenhoekstraat 4-10 (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,Sint-Gillis-Waas,bewaard,19de-eeuwse sporen,"in-situbehoud, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"ambachtelijke objecten, bouwmaterialen, leerlooierskuipen, muurresten, vaatwerk",,"aardewerk, glas, hout",,19de eeuw,Vooronderzoek Kronenhoekstraat 4-10,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
987769,"Laarstraat, Molenstraat en Sint-Niklaasstraat","Laarstraat, Molenstraat, Sint-Niklaasstraat (Sint-Gillis-Waas)",Oost-Vlaanderen,Sint-Gillis-Waas,Sint-Gillis-Waas,niet bewaard,Grondsporen,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,perceelsgreppels,,,,nieuwe tijd,"Archeologisch vooronderzoek Laarstraat, Molenstraat en Sint-Niklaasstraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
991885,Laarstraat,Laarstraat (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,Sint-Gillis-Waas,bewaard,"IJzertijd sporen, Andere sporen",archeologische opgravingen,literatuur,,"grachten (infrastructuur), kuilen, spijkers",,aardewerk,,ijzertijd,Opgraving Laarstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
225010,Lijkveldestraat ,Lijkveldestraat (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,Sint-Pauwels,bewaard,"Rooikuilen, Gracht- en greppelsysteem","archeologisch vooronderzoek met ingreep in de bodem, archeologische opgravingen, palynologisch onderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek","archeologienota (archeologieportaal), eindverslag (archeologieportaal)",,"grachten (infrastructuur), greppels, kuilen",,"aardewerk, metaal",,"late middeleeuwen, nieuwste tijd, volle middeleeuwen","Archeologisch vooronderzoek met ingreep in de bodem Lijkveldstraat, Opgraving Lijkveldestraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981452,Margrietstraat Meerdonk,Margrietstraat 94 (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,Meerdonk,niet bewaard,"Middeleeuwse (?) greppels, Gracht",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"grachten (infrastructuur), greppels",archeologische sporen en uitgravingen,,,"15de eeuw, middeleeuwen, nieuwe tijd",Proefsleuvenonderzoek Margrietstraat Meerdonk,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
32592,Reepstraat (Kluizenmolen) I,Reepstraat (Sint-Gillis-Waas),Oost-Vlaanderen,Sint-Gillis-Waas,Sint-Gillis-Waas,bewaard,"Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie, Combinatie","archeologische opgravingen, ecologische archeologie, erfgoedonderzoek, houtonderzoek, luchtfotografie, palynologisch onderzoek, toevalsvondsten","archief, literatuur",La Tène,"gebouwplattegronden, grafheuvels, hoeven, kloosters, losse vondsten, munten, nederzettingen, vlakgraven, waterputten, wegen",,,,"late bronstijd, late ijzertijd (westen), middeleeuwen, Midden-Romeinse tijd, middenbronstijd, vroege bronstijd, vroege ijzertijd","Archeologische opgravingen Sint-Gillis-Waas, Ecologische archeologie Sint-Gillis-Waas, Erfgoedonderzoek, Erfgoedonderzoek Sint-Gillis-Waas, Houtonderzoek, Luchtfotografie, Palynologisch onderzoek Sint-Gillis-Waas, Toevalsvondsten Sint-Gillis-Waas",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
